RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.004D-04  8.290D-05
    1    4     1     0  ---    2  1.7D+00  1.3D-03  6.698D-05  8.244D-05
    2    6     0     0  con    1  5.0D+00  7.6D-04  4.566D-05  8.238D-05
    3    7     0     0  con    0  1.0D+00  2.1D-03  3.453D-05  8.230D-05
    4    8     0     0  con    0  1.0D+00  2.4D-03  4.637D-05  8.223D-05
    5    9     0     0  con    0  1.0D+00  1.2D-02  9.401D-05  8.194D-05
    6   10     0     0  con    0  1.0D+00  2.1D-02  1.181D-04  8.150D-05
    7   11     0     0  con    0  1.0D+00  3.5D-02  1.039D-04  8.082D-05
    8   12     0     0  con    0  1.0D+00  5.4D-02  9.742D-05  7.975D-05
    9   13     0     0  con    0  1.0D+00  1.4D-01  2.535D-04  7.734D-05
   10   14     0     0  con    0  1.0D+00  1.3D-01  3.439D-04  7.455D-05
   11   15     0     0  con    0  1.0D+00  2.9D-01  6.680D-04  6.754D-05
   12   16     0     0  con    0  1.0D+00  4.0D-01  1.783D-03  6.285D-05
   13   17     0     0  con    0  1.0D+00  2.6D-01  1.333D-04  5.631D-05
   14   18     0     0  con    0  1.0D+00  8.0D-02  5.015D-04  4.968D-05
   15   19     0     0  con    0  1.0D+00  1.8D-01  6.253D-04  4.485D-05
   16   20     0     0  con    0  1.0D+00  1.5D-01  8.163D-04  3.774D-05
   17   21     0     0  con    0  1.0D+00  2.5D-01  8.573D-04  2.731D-05
   18   23     0     0  con    1  4.7D-01  3.8D-01  1.280D-03  2.316D-05
   19   24     0     0  con    0  1.0D+00  3.8D-01  5.499D-04  1.527D-05
   20   25     0     0  con    0  1.0D+00  3.4D-01  1.029D-03  1.176D-05
   21   26     0     0  con    0  1.0D+00  5.3D-02  6.283D-05  6.315D-06
   22   27     0     0  con    0  1.0D+00  3.0D-01  4.233D-04  4.082D-06
   23   28     0     0  con    0  1.0D+00  1.7D-01  5.168D-04  2.444D-06
   24   29     0     0  con    0  1.0D+00  2.3D-01  1.556D-04  1.161D-06
   25   30     0     0  con    0  1.0D+00  5.6D-02  6.819D-05  6.515D-07
   26   31     0     0  con    0  1.0D+00  7.1D-02  4.035D-05  3.838D-07
   27   33     0     0  con    1  4.8D-01  3.3D-02  7.195D-05  3.646D-07
   28   34     0     0  con    0  1.0D+00  5.3D-02  3.970D-05  3.492D-07
   29   35     0     0  con    0  1.0D+00  1.3D-02  1.239D-06  3.381D-07
   30   36     0     0  con    0  1.0D+00  4.4D-03  3.094D-07  3.379D-07
   31   37     0     0  con    0  1.0D+00  9.3D-04  1.810D-07  3.379D-07
   32   38     0     0  con    0  1.0D+00  2.0D-04  4.120D-07  3.379D-07
   33   39     0     0  con    0  1.0D+00  6.9D-05  2.288D-07  3.379D-07
   34   40     0     0  con    0  1.0D+00  5.6D-05  1.037D-07  3.379D-07
   35   41     0     0  con    0  1.0D+00  2.0D-04  7.336D-07  3.379D-07
   36   42     0     0  con    0  1.0D+00  4.2D-04  1.217D-06  3.379D-07
   37   43     0     0  con    0  1.0D+00  1.6D-03  2.922D-06  3.378D-07
   38   44     0     0  con    0  1.0D+00  3.9D-03  4.501D-06  3.377D-07
   39   45     0     0  con    0  1.0D+00  1.2D-02  8.466D-06  3.372D-07
   40   46     0     0  con    0  1.0D+00  3.0D-02  1.185D-05  3.359D-07
   41   47     0     0  con    0  1.0D+00  8.3D-02  3.082D-05  3.328D-07
   42   48     0     0  con    0  1.0D+00  1.5D-01  3.767D-05  3.264D-07
   43   49     0     0  con    0  1.0D+00  5.2D-01  7.750D-05  3.084D-07
   44   50     0     0  con    0  1.0D+00  3.9D-01  6.333D-05  2.860D-07
   45   51     0     0  con    0  1.0D+00  1.2D+00  8.985D-05  2.284D-07
   46   53     0     0  con    1  2.0D-01  2.8D-01  6.100D-05  1.988D-07
   47   54     0     0  con    0  1.0D+00  7.7D-02  3.935D-05  1.861D-07
   48   55     0     0  con    0  1.0D+00  5.0D-01  1.423D-05  1.566D-07
   49   58     0     0  con    2  2.1D+00  5.1D-01  2.790D-05  1.483D-07
   50   59     0     0  con    0  1.0D+00  1.3D-01  1.999D-05  1.354D-07
   51   60     0     0  con    0  1.0D+00  4.8D-01  1.099D-05  1.243D-07
   52   61     0     0  con    0  1.0D+00  3.5D-01  1.219D-05  1.208D-07
   53   62     0     0  con    0  1.0D+00  6.7D-02  8.732D-06  1.193D-07
   54   63     0     0  con    0  1.0D+00  1.7D-01  9.888D-06  1.182D-07
   55   64     0     0  con    0  1.0D+00  4.9D-02  4.446D-06  1.177D-07
   56   65     0     0  con    0  1.0D+00  1.9D-02  7.332D-06  1.161D-07
   57   66     0     0  con    0  1.0D+00  5.8D-02  2.254D-05  1.106D-07
   58   67     0     0  con    0  1.0D+00  2.3D-01  4.622D-05  9.625D-08
   59   70     0     0  con    2  3.1D-02  4.8D-01  9.029D-05  8.769D-08
   60   71     0     0  con    0  1.0D+00  3.9D-02  5.409D-05  7.447D-08
   61   72     0     0  con    0  1.0D+00  1.8D-01  6.363D-06  6.020D-08
   62   73     0     0  con    0  1.0D+00  2.0D-01  3.530D-06  5.275D-08
   63   74     0     0  con    0  1.0D+00  2.4D-01  1.504D-05  4.788D-08
   64   75     0     0  con    0  1.0D+00  1.3D-01  7.717D-06  4.503D-08
   65   76     0     0  con    0  1.0D+00  1.7D-01  1.331D-05  4.048D-08
   66   77     0     0  con    0  1.0D+00  2.0D-02  9.048D-06  3.694D-08
   67   82     0     0  con    4  1.0D+00  2.6D-01  5.200D-06  3.145D-08
   68  102     0     0  con   19  5.7D-14  1.0D-14  5.200D-06  3.145D-08
   69  103     0     0  con    0  1.0D+00  1.3D-03  3.989D-07  3.123D-08
   70  104     0     0  con    0  1.0D+00  2.6D-03  1.558D-07  3.119D-08
   71  105     0     0  con    0  1.0D+00  6.7D-04  2.685D-07  3.119D-08
   72  107     0     0  con    1  3.5D-01  2.1D-05  8.173D-08  3.119D-08
   73  109     0     0  con    1  3.2D-01  7.6D-06  5.607D-08  3.119D-08
   74  111     0     0  con    1  2.2D-01  3.7D-06  4.361D-08  3.119D-08
   75  122     0     0  con   10  4.4D-02  5.8D-07  4.168D-08  3.119D-08
   76  134     0     0  con   11  1.3D-05  1.6D-10  4.168D-08  3.119D-08
   77  136     0     0  con    1  1.9D-01  3.5D-06  3.503D-08  3.119D-08
   78  151     0     0  con   14  1.5D-07  1.5D-12  3.503D-08  3.119D-08
   79  162     0     0  con   10  7.9D-08  8.0D-13  3.503D-08  3.119D-08
   80  177     0     0  con   14  4.8D-38  2.5D-41  3.503D-08  3.119D-08

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 8.474E+01 seconds.

