RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.799D-04  6.243D-05
    1    4     1     0  ---    2  3.1D+00  2.0D-03  1.005D-04  6.181D-05
    2    5     0     0  con    0  1.0D+00  4.1D-04  8.303D-05  6.176D-05
    3    6     0     0  con    0  1.0D+00  2.0D-03  4.234D-05  6.164D-05
    4    7     0     0  con    0  1.0D+00  1.3D-03  4.585D-05  6.159D-05
    5    8     0     0  con    0  1.0D+00  1.1D-02  1.184D-04  6.122D-05
    6    9     0     0  con    0  1.0D+00  1.8D-02  1.719D-04  6.073D-05
    7   10     0     0  con    0  1.0D+00  3.4D-02  1.783D-04  5.983D-05
    8   11     0     0  con    0  1.0D+00  9.8D-02  2.474D-04  5.702D-05
    9   12     0     0  con    0  1.0D+00  4.6D-01  6.475D-04  4.567D-05
   10   14     0     0  con    1  4.9D-01  2.6D-01  9.842D-04  4.041D-05
   11   15     0     0  con    0  1.0D+00  2.4D-01  8.583D-04  3.363D-05
   12   16     0     0  con    0  1.0D+00  7.2D-02  7.273D-04  2.654D-05
   13   17     0     0  con    0  1.0D+00  1.5D-01  6.828D-04  1.954D-05
   14   18     0     0  con    0  1.0D+00  7.1D-02  2.937D-04  1.264D-05
   15   19     0     0  con    0  1.0D+00  2.7D-01  7.540D-04  9.612D-06
   16   20     0     0  con    0  1.0D+00  1.7D-01  4.706D-04  4.789D-06
   17   21     0     0  con    0  1.0D+00  2.1D-01  4.188D-04  2.470D-06
   18   22     0     0  con    0  1.0D+00  1.4D-01  1.177D-04  6.535D-07
   19   23     0     0  con    0  1.0D+00  1.1D-01  1.250D-04  2.197D-07
   20   24     0     0  con    0  1.0D+00  4.4D-02  9.256D-05  9.309D-08
   21   25     0     0  con    0  1.0D+00  3.2D-02  2.526D-05  1.529D-08
   22   26     0     0  con    0  1.0D+00  3.1D-03  2.243D-06  1.319D-08
   23   27     0     0  con    0  1.0D+00  2.0D-03  2.894D-07  1.307D-08
   24   28     0     0  con    0  1.0D+00  6.4D-04  1.754D-08  1.306D-08
   25   29     0     0  con    0  1.0D+00  2.2D-05  2.545D-08  1.306D-08
   26   31     0     0  con    1  5.0D+00  1.1D-05  4.246D-08  1.306D-08
   27   32     0     0  con    0  1.0D+00  4.6D-05  1.572D-07  1.306D-08
   28   33     0     0  con    0  1.0D+00  1.7D-04  4.071D-07  1.306D-08
   29   34     0     0  con    0  1.0D+00  4.5D-04  7.799D-07  1.305D-08
   30   35     0     0  con    0  1.0D+00  1.3D-03  1.402D-06  1.304D-08
   31   36     0     0  con    0  1.0D+00  3.4D-03  2.390D-06  1.300D-08
   32   37     0     0  con    0  1.0D+00  9.0D-03  3.977D-06  1.291D-08
   33   38     0     0  con    0  1.0D+00  2.4D-02  6.645D-06  1.267D-08
   34   39     0     0  con    0  1.0D+00  4.7D-02  9.738D-06  1.218D-08
   35   40     0     0  con    0  1.0D+00  1.1D-01  1.416D-05  1.114D-08
   36   41     0     0  con    0  1.0D+00  1.1D-01  1.591D-05  9.743D-09
   37   43     0     0  con    1  1.8D-01  6.3D-02  1.550D-05  9.108D-09
   38   44     0     0  con    0  1.0D+00  1.2D-01  9.145D-06  6.327D-09
   39   45     0     0  con    0  1.0D+00  3.7D-02  2.191D-06  5.357D-09
   40   46     0     0  con    0  1.0D+00  7.7D-02  1.908D-06  5.184D-09
   41   47     0     0  con    0  1.0D+00  9.6D-03  1.750D-06  5.012D-09
   42   48     0     0  con    0  1.0D+00  1.1D-02  3.584D-06  4.287D-09
   43   49     0     0  con    0  1.0D+00  6.5D-02  6.047D-06  3.332D-09
   44   50     0     0  con    0  1.0D+00  2.2D-01  5.184D-06  1.636D-09
   45   51     0     0  con    0  1.0D+00  1.1D-01  6.590D-06  1.466D-09
   46   52     0     0  con    0  1.0D+00  3.4D-02  3.873D-06  1.292D-09
   47   53     0     0  con    0  1.0D+00  1.8D-02  1.836D-06  1.196D-09
   48   54     0     0  con    0  1.0D+00  7.4D-02  1.712D-06  1.037D-09
   49   55     0     0  con    0  1.0D+00  3.0D-02  1.784D-06  9.423D-10
   50   56     0     0  con    0  1.0D+00  9.4D-02  7.740D-07  7.330D-10
   51   57     0     0  con    0  1.0D+00  4.6D-02  3.266D-06  5.981D-10
   52   58     0     0  con    0  1.0D+00  9.2D-02  5.916D-07  4.616D-10
   53   59     0     0  con    0  1.0D+00  2.0D-03  9.647D-07  3.744D-10
   54   60     0     0  con    0  1.0D+00  6.6D-03  1.242D-06  1.589D-10
   55   62     0     0  con    1  1.3D-01  5.7D-03  1.475D-06  1.524D-10
   56   63     0     0  con    0  1.0D+00  4.0D-02  8.670D-07  1.173D-10
   57   64     0     0  con    0  1.0D+00  4.0D-02  2.013D-07  1.025D-10
   58   65     0     0  con    0  1.0D+00  1.6D-02  6.314D-08  1.004D-10
   59   66     0     0  con    0  1.0D+00  1.3D-03  5.207D-09  1.003D-10
   60   67     0     0  con    0  1.0D+00  3.9D-05  1.876D-09  1.003D-10
   61   68     0     0  con    0  1.0D+00  4.4D-05  7.311D-10  1.003D-10
   62   69     0     0  con    0  1.0D+00  1.7D-05  2.417D-11  1.003D-10
   63   70     0     0  con    0  1.0D+00  5.7D-07  3.261D-12  1.003D-10
   64   71     0     0  con    0  1.0D+00  5.2D-08  1.852D-13  1.003D-10
   65   76     0     0  con    4  0.0D+00  0.0D+00  1.851D-13  1.003D-10

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 3.792E+01 seconds.

