RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           10     M =           20

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.463D-02  4.421D-02
    1    2     1     0  ---    0  3.6D+01  1.0D+00  1.790D-04  2.786D-02
    2    3     0     0  con    0  1.0D+00  7.8D-03  1.066D-04  2.785D-02
    3    4     0     0  con    0  1.0D+00  3.2D-02  1.882D-04  2.785D-02
    4    5     0     0  con    0  1.0D+00  1.9D-01  8.907D-04  2.783D-02
    5    6     0     0  con    0  1.0D+00  5.3D-01  2.025D-03  2.777D-02
    6    7     0     0  con    0  1.0D+00  2.0D+00  5.152D-03  2.756D-02
    7    9     0     0  con    1  5.0D-01  2.0D+00  7.588D-03  2.736D-02
    8   11     0     0  con    1  5.2D-01  2.2D+00  9.565D-03  2.708D-02
    9   12     0     0  con    0  1.0D+00  1.6D+00  8.016D-03  2.647D-02
   10   13     0     0  con    0  1.0D+00  3.0D-01  2.318D-03  2.582D-02
   11   14     0     0  con    0  1.0D+00  5.7D-01  2.405D-04  2.572D-02
   12   15     0     0  con    0  1.0D+00  6.8D-02  3.133D-05  2.572D-02
   13   16     0     0  con    0  1.0D+00  1.9D-02  3.042D-05  2.572D-02
   14   18     0     0  con    1  5.0D+00  1.3D-01  8.782D-05  2.572D-02
   15   19     0     0  con    0  1.0D+00  3.2D-01  2.142D-04  2.571D-02
   16   20     0     0  con    0  1.0D+00  1.4D+00  5.650D-04  2.567D-02
   17   21     0     0  con    0  1.0D+00  3.3D+00  1.064D-03  2.559D-02
   18   22     0     0  con    0  1.0D+00  9.7D+00  1.952D-03  2.535D-02
   19   23     0     0  con    0  1.0D+00  2.2D+01  3.024D-03  2.487D-02
   20   24     0     0  con    0  1.0D+00  2.5D+01  3.340D-03  2.436D-02
   21   25     0     0  con    0  1.0D+00  8.0D+00  2.217D-03  2.387D-02
   22   26     0     0  con    0  1.0D+00  1.4D+00  4.412D-04  2.357D-02
   23   27     0     0  con    0  1.0D+00  4.9D+00  2.715D-04  2.352D-02
   24   28     0     0  con    0  1.0D+00  2.7D-01  1.257D-05  2.352D-02
   25   29     0     0  con    0  1.0D+00  5.8D-02  8.720D-06  2.352D-02
   26   32     0     0  con    2  2.1D+01  3.0D+00  2.505D-04  2.349D-02
   27   33     0     0  con    0  1.0D+00  2.0D+01  1.027D-03  2.331D-02
   28   34     0     0  con    0  1.0D+00  8.0D+01  2.941D-03  2.268D-02
   29   35     0     0  con    0  1.0D+00  1.8D+02  7.100D-03  2.128D-02
   30   36     0     0  con    0  1.0D+00  4.8D+02  1.811D-02  1.798D-02
   31   38     0     0  con    1  2.7D-01  2.0D+02  1.410D-02  1.624D-02
   32   40     0     0  con    1  2.0D-01  5.7D+02  2.230D-02  1.074D-02
   33   41     0     0  con    0  1.0D+00  8.2D+02  9.867D-03  6.445D-03
   34   43     0     0  con    1  2.9D-01  9.0D+02  8.922D-03  6.333D-03
   35   44     0     0  con    0  1.0D+00  7.1D+02  3.622D-03  2.467D-03
   36   45     0     0  con    0  1.0D+00  2.7D+02  9.685D-04  1.832D-03
   37   46     0     0  con    0  1.0D+00  3.5D+02  4.812D-03  6.525D-04
   38   47     0     0  con    0  1.0D+00  7.1D+01  3.526D-03  4.313D-04
   39   48     0     0  con    0  1.0D+00  2.5D+02  6.544D-04  5.184D-05
   40   49     0     0  con    0  1.0D+00  1.2D+02  1.073D-03  1.449D-05
   41   50     0     0  con    0  1.0D+00  5.7D-01  2.851D-04  1.780D-06
   42   51     0     0  con    0  1.0D+00  1.9D+01  3.777D-05  8.634D-08
   43   52     0     0  con    0  1.0D+00  4.5D+00  9.643D-06  1.151D-09
   44   53     0     0  con    0  1.0D+00  1.7D-01  3.548D-07  1.292D-12
   45   54     0     0  con    0  1.0D+00  1.6D-02  2.153D-09  6.000D-17
   46   55     0     0  con    0  1.0D+00  8.4D-06  8.406D-12  2.978D-18
   47   57     0     0  con    1  4.4D-01  3.8D-05  2.276D-10  6.952D-19
   48   58     0     0  con    0  1.0D+00  1.1D-05  5.001D-12  3.499D-19
   49   59     0     0  con    0  1.0D+00  3.3D-06  4.452D-12  2.024D-19
   50   66     0     0  con    6  1.3D+00  8.9D-06  7.872D-12  7.533D-21
   51   79     0     0  con   12  0.0D+00  0.0D+00  7.872D-12  7.533D-21
   52   90     0     0  con   10  1.2D-04  8.0D-10  7.450D-12  7.379D-21
   53   91     0     0  con    0  1.0D+00  1.3D-07  2.094D-12  3.019D-21
   54   93     0     0  con    1  4.2D-01  8.3D-10  8.060D-13  2.748D-21
   55   96     0     0  con    2  1.1D-02  5.6D-10  9.861D-13  2.672D-21
   56  105     0     0  con    8  2.2D-06  7.9D-14  9.858D-13  2.672D-21
   57  114     0     0  con    8  0.0D+00  0.0D+00  9.846D-13  2.672D-21

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 6.136E+01 seconds.

