RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.029D+02  1.557D+03
    1    2     1     0  ---    0  2.5D-03  1.0D+00  2.600D+02  1.189D+03
    2    3     0     0  con    0  1.0D+00  5.9D+00  4.448D+01  9.790D+01
    3    4     0     0  con    0  1.0D+00  1.1D+00  2.576D+01  5.707D+01
    4    5     0     0  con    0  1.0D+00  1.7D+00  1.103D+01  2.364D+01
    5    6     0     0  con    0  1.0D+00  1.9D+00  3.981D+00  6.656D+00
    6    7     0     0  con    0  1.0D+00  1.2D+00  2.065D+00  2.384D+00
    7    8     0     0  con    0  1.0D+00  8.9D-01  1.002D+00  6.787D-01
    8    9     0     0  con    0  1.0D+00  1.1D+00  2.045D-02  6.344D-03
    9   10     0     0  con    0  1.0D+00  2.4D-02  1.570D-02  5.784D-03
   10   11     0     0  con    0  1.0D+00  5.4D-02  8.008D-03  5.118D-03
   11   12     0     0  con    0  1.0D+00  2.7D-02  9.787D-03  4.911D-03
   12   13     0     0  con    0  1.0D+00  7.6D-02  1.538D-02  4.353D-03
   13   14     0     0  con    0  1.0D+00  2.6D-01  2.164D-02  2.472D-03
   14   16     0     0  con    1  2.2D-01  1.4D-01  1.975D-02  1.753D-03
   15   17     0     0  con    0  1.0D+00  8.2D-02  1.033D-02  7.469D-04
   16   19     0     0  con    1  4.8D-01  9.9D-02  1.628D-03  2.115D-04
   17   20     0     0  con    0  1.0D+00  2.5D-02  3.463D-04  1.951D-04
   18   21     0     0  con    0  1.0D+00  4.1D-03  7.588D-05  1.945D-04
   19   22     0     0  con    0  1.0D+00  4.5D-04  3.867D-05  1.944D-04
   20   23     0     0  con    0  1.0D+00  2.6D-03  9.260D-05  1.943D-04
   21   24     0     0  con    0  1.0D+00  1.1D-02  2.683D-04  1.938D-04
   22   25     0     0  con    0  1.0D+00  3.0D-02  5.719D-04  1.926D-04
   23   26     0     0  con    0  1.0D+00  8.7D-02  1.087D-03  1.893D-04
   24   27     0     0  con    0  1.0D+00  2.2D-01  1.895D-03  1.811D-04
   25   28     0     0  con    0  1.0D+00  5.0D-01  3.165D-03  1.636D-04
   26   29     0     0  con    0  1.0D+00  9.5D-01  4.721D-03  1.344D-04
   27   30     0     0  con    0  1.0D+00  6.9D-01  3.829D-03  9.373D-05
   28   31     0     0  con    0  1.0D+00  7.7D-01  2.819D-04  4.748D-05
   29   33     0     0  con    1  2.6D-01  3.2D-01  8.744D-04  4.240D-05
   30   34     0     0  con    0  1.0D+00  3.1D-01  5.657D-04  3.908D-05
   31   35     0     0  con    0  1.0D+00  1.4D-01  2.642D-04  3.608D-05
   32   36     0     0  con    0  1.0D+00  5.2D-01  4.927D-04  2.968D-05
   33   37     0     0  con    0  1.0D+00  3.2D-01  4.206D-04  1.793D-05
   34   39     0     0  con    1  4.2D-01  1.0D-01  5.246D-04  1.252D-05
   35   41     0     0  con    1  4.4D-01  1.6D-01  5.914D-04  8.999D-06
   36   42     0     0  con    0  1.0D+00  9.9D-02  8.427D-04  8.077D-06
   37   43     0     0  con    0  1.0D+00  4.8D-02  2.873D-04  7.043D-06
   38   44     0     0  con    0  1.0D+00  3.7D-02  7.482D-05  6.797D-06
   39   45     0     0  con    0  1.0D+00  2.3D-02  9.680D-05  6.695D-06
   40   46     0     0  con    0  1.0D+00  5.7D-02  1.476D-04  6.402D-06
   41   47     0     0  con    0  1.0D+00  1.5D-01  1.283D-04  5.604D-06
   42   49     0     0  con    1  3.4D-01  2.0D-01  1.732D-04  4.642D-06
   43   50     0     0  con    0  1.0D+00  5.3D-01  1.274D-03  2.575D-06
   44   52     0     0  con    1  3.4D-01  2.0D-02  4.139D-04  1.258D-06
   45   53     0     0  con    0  1.0D+00  1.7D-02  1.104D-04  9.450D-07
   46   54     0     0  con    0  1.0D+00  9.2D-02  2.481D-05  6.798D-07
   47   55     0     0  con    0  1.0D+00  2.1D-01  2.596D-04  4.904D-07
   48   56     0     0  con    0  1.0D+00  2.1D-02  1.704D-05  3.692D-07
   49   57     0     0  con    0  1.0D+00  7.3D-02  3.229D-05  3.168D-07
   50   59     0     0  con    1  1.7D-01  2.4D-02  6.018D-05  3.102D-07
   51   60     0     0  con    0  1.0D+00  5.2D-02  3.606D-05  2.957D-07
