RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.174D-03  1.697D-04
    1    4     1     0  ---    2  1.8D+00  2.2D-03  8.981D-05  1.683D-04
    2    6     0     0  con    1  5.0D+00  1.1D-03  6.574D-05  1.682D-04
    3    7     0     0  con    0  1.0D+00  4.4D-03  5.269D-05  1.679D-04
    4    8     0     0  con    0  1.0D+00  5.1D-03  7.872D-05  1.677D-04
    5    9     0     0  con    0  1.0D+00  2.3D-02  1.404D-04  1.668D-04
    6   10     0     0  con    0  1.0D+00  3.8D-02  1.461D-04  1.657D-04
    7   11     0     0  con    0  1.0D+00  5.1D-02  1.759D-04  1.642D-04
    8   12     0     0  con    0  1.0D+00  5.7D-02  1.251D-04  1.626D-04
    9   13     0     0  con    0  1.0D+00  7.7D-02  2.222D-04  1.603D-04
   10   14     0     0  con    0  1.0D+00  9.6D-02  4.511D-04  1.574D-04
   11   15     0     0  con    0  1.0D+00  2.0D-01  7.172D-04  1.511D-04
   12   16     0     0  con    0  1.0D+00  3.5D-01  1.539D-03  1.398D-04
   13   18     0     0  con    1  3.7D-01  3.7D-01  1.046D-03  1.311D-04
   14   19     0     0  con    0  1.0D+00  6.4D-01  4.279D-04  1.054D-04
   15   20     0     0  con    0  1.0D+00  8.1D-01  8.895D-04  9.313D-05
   16   21     0     0  con    0  1.0D+00  1.2D-01  2.706D-04  8.039D-05
   17   22     0     0  con    0  1.0D+00  3.0D-01  8.217D-04  5.853D-05
   18   23     0     0  con    0  1.0D+00  2.7D-01  1.859D-03  4.278D-05
   19   24     0     0  con    0  1.0D+00  1.1D-01  4.815D-04  4.195D-05
   20   25     0     0  con    0  1.0D+00  7.3D-01  1.938D-04  3.613D-05
   21   26     0     0  con    0  1.0D+00  9.9D-02  8.391D-04  2.829D-05
   22   27     0     0  con    0  1.0D+00  1.0D-01  7.696D-04  2.212D-05
   23   29     0     0  con    1  4.3D-01  1.7D-01  5.316D-04  1.911D-05
   24   30     0     0  con    0  1.0D+00  2.7D-01  3.091D-04  1.192D-05
   25   31     0     0  con    0  1.0D+00  4.9D-01  7.425D-04  6.857D-06
   26   33     0     0  con    1  4.3D-01  1.7D-01  1.209D-04  3.818D-06
   27   34     0     0  con    0  1.0D+00  1.8D-01  1.866D-04  1.852D-06
   28   35     0     0  con    0  1.0D+00  6.5D-02  1.756D-04  9.112D-07
   29   36     0     0  con    0  1.0D+00  3.4D-02  4.572D-05  4.932D-07
   30   37     0     0  con    0  1.0D+00  1.2D-01  1.148D-04  3.020D-07
   31   38     0     0  con    0  1.0D+00  2.3D-02  3.306D-05  2.429D-07
   32   39     0     0  con    0  1.0D+00  2.3D-02  3.223D-06  2.334D-07
   33   40     0     0  con    0  1.0D+00  1.6D-03  3.030D-07  2.331D-07
   34   41     0     0  con    0  1.0D+00  3.3D-04  1.014D-07  2.330D-07
   35   43     0     0  con    1  8.1D-02  2.0D-05  5.800D-08  2.330D-07
   36   44     0     0  con    0  1.0D+00  4.5D-05  5.582D-08  2.330D-07
   37   46     0     0  con    1  5.0D+00  2.0D-04  4.406D-08  2.330D-07
   38   47     0     0  con    0  1.0D+00  1.2D-03  1.428D-07  2.330D-07
   39   48     0     0  con    0  1.0D+00  2.7D-03  3.080D-07  2.329D-07
   40   49     0     0  con    0  1.0D+00  7.6D-03  7.753D-07  2.327D-07
   41   50     0     0  con    0  1.0D+00  2.0D-02  9.665D-07  2.322D-07
   42   52     0     0  con    1  3.9D-01  2.8D-02  1.072D-05  2.317D-07
   43   53     0     0  con    0  1.0D+00  5.3D-02  6.375D-06  2.299D-07
   44   54     0     0  con    0  1.0D+00  2.5D-01  5.525D-06  2.225D-07
   45   55     0     0  con    0  1.0D+00  4.6D-01  1.920D-05  2.109D-07
   46   56     0     0  con    0  1.0D+00  7.3D-01  1.808D-05  2.013D-07
   47   57     0     0  con    0  1.0D+00  1.6D-01  2.165D-05  1.838D-07
   48   59     0     0  con    1  4.9D-01  1.8D-01  2.158D-05  1.729D-07
   49   60     0     0  con    0  1.0D+00  4.1D-01  1.433D-05  1.563D-07
   50   61     0     0  con    0  1.0D+00  5.9D-01  3.501D-05  1.456D-07
   51   62     0     0  con    0  1.0D+00  1.2D-01  3.708D-05  1.315D-07
   52   63     0     0  con    0  1.0D+00  7.3D-01  2.905D-05  1.041D-07
   53   65     0     0  con    1  4.7D-01  3.4D-01  2.856D-05  9.427D-08
   54   66     0     0  con    0  1.0D+00  4.8D-01  1.418D-05  7.773D-08
   55   67     0     0  con    0  1.0D+00  6.5D-01  1.206D-05  6.312D-08
   56   68     0     0  con    0  1.0D+00  7.1D-01  3.539D-06  4.805D-08
   57   71     0     0  con    2  2.4D-01  3.6D-01  1.762D-05  4.441D-08
   58   72     0     0  con    0  1.0D+00  4.4D-01  2.321D-05  3.887D-08
   59   73     0     0  con    0  1.0D+00  2.3D-01  1.614D-05  3.767D-08
   60   75     0     0  con    1  4.9D-01  1.5D-01  4.201D-06  3.129D-08
