RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            6     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.707D+00  3.157D+02
    1    6     1     0  ---    4  3.1D+00  1.1D+01  6.723D-01  1.521D+02
    2    8     0     0  con    1  2.5D-02  9.3D-02  7.640D-02  1.521D+02
    3    9     0     0  con    0  1.0D+00  1.4D-02  5.063D-02  1.521D+02
    4   10     0     0  con    0  1.0D+00  3.5D-02  6.627D-02  1.521D+02
    5   11     0     0  con    0  1.0D+00  1.3D-01  1.663D-01  1.521D+02
    6   12     0     0  con    0  1.0D+00  3.5D-01  3.582D-01  1.521D+02
    7   13     0     0  con    0  1.0D+00  9.5D-01  6.854D-01  1.520D+02
    8   14     0     0  con    0  1.0D+00  1.9D+00  1.161D+00  1.519D+02
    9   15     0     0  con    0  1.0D+00  2.1D+00  1.485D+00  1.518D+02
   10   16     0     0  con    0  1.0D+00  3.9D+00  1.895D+00  1.515D+02
   11   17     0     0  con    0  1.0D+00  2.8D+00  1.288D+00  1.510D+02
   12   18     0     0  con    0  1.0D+00  4.2D+00  1.330D+00  1.502D+02
   13   19     0     0  con    0  1.0D+00  4.7D+00  1.011D+00  1.490D+02
   14   28     0     0  con    8  2.0D-02  3.6D+00  1.359D+00  1.480D+02
   15   29     0     0  con    0  1.0D+00  4.7D-01  5.982D-01  1.478D+02
   16   30     0     0  con    0  1.0D+00  1.3D+00  6.271D-01  1.473D+02
   17   32     0     0  con    1  1.9D-01  1.5D+00  1.119D+00  1.469D+02
   18   33     0     0  con    0  1.0D+00  2.1D+00  1.560D+00  1.465D+02
   19   34     0     0  con    0  1.0D+00  8.3D-01  3.674D-01  1.455D+02
   20   35     0     0  con    0  1.0D+00  2.4D+00  1.045D+00  1.448D+02
   21   36     0     0  con    0  1.0D+00  7.1D-01  5.124D-01  1.443D+02
   22   38     0     0  con    1  3.7D-01  1.6D+00  1.035D+00  1.439D+02
   23   39     0     0  con    0  1.0D+00  2.3D+00  9.132D-01  1.432D+02
   24   40     0     0  con    0  1.0D+00  1.9D+00  5.395D-01  1.426D+02
   25   42     0     0  con    1  2.2D-01  1.9D+00  3.320D-01  1.422D+02
   26   44     0     0  con    1  2.2D-01  1.3D+00  9.780D-01  1.420D+02
   27   45     0     0  con    0  1.0D+00  1.6D+00  1.308D+00  1.418D+02
   28   46     0     0  con    0  1.0D+00  2.5D+00  1.148D+00  1.414D+02
   29   47     0     0  con    0  1.0D+00  2.6D+00  1.719D-01  1.410D+02
   30   49     0     0  con    1  3.0D-01  2.3D+00  9.450D-01  1.408D+02
   31   50     0     0  con    0  1.0D+00  4.1D+00  1.812D+00  1.405D+02
   32   51     0     0  con    0  1.0D+00  1.6D+00  4.797D-01  1.402D+02
   33   52     0     0  con    0  1.0D+00  5.3D+00  1.378D+00  1.399D+02
   34   53     0     0  con    0  1.0D+00  2.5D+00  7.454D-01  1.397D+02
   35   54     0     0  con    0  1.0D+00  6.4D+00  1.871D+00  1.395D+02
   36   55     0     0  con    0  1.0D+00  3.2D+00  2.030D-01  1.392D+02
   37   57     0     0  con    1  4.1D-01  3.5D+00  3.668D-01  1.390D+02
   38   59     0     0  con    1  2.6D-01  3.2D+00  9.331D-01  1.390D+02
   39   60     0     0  con    0  1.0D+00  3.5D+00  1.224D+00  1.389D+02
   40   61     0     0  con    0  1.0D+00  4.3D+00  8.759D-01  1.387D+02
   41   62     0     0  con    0  1.0D+00  5.0D+00  3.940D-01  1.385D+02
   42   64     0     0  con    1  3.7D-01  4.3D+00  9.852D-01  1.385D+02
   43   65     0     0  con    0  1.0D+00  9.2D+00  1.274D+00  1.383D+02
   44   66     0     0  con    0  1.0D+00  4.2D+00  3.721D-01  1.381D+02
   45   68     0     0  con    1  3.3D-01  4.6D+00  7.962D-02  1.380D+02
   46   70     0     0  con    1  1.4D-01  4.8D+00  6.855D-01  1.380D+02
   47   71     0     0  con    0  1.0D+00  4.9D+00  1.198D+00  1.380D+02
   48   72     0     0  con    0  1.0D+00  2.4D+00  8.980D-01  1.379D+02
   49   73     0     0  con    0  1.0D+00  7.6D+00  5.608D-01  1.378D+02
   50   74     0     0  con    0  1.0D+00  8.5D+00  7.470D-01  1.377D+02
   51   75     0     0  con    0  1.0D+00  1.4D+01  4.898D-01  1.375D+02
   52   77     0     0  con    1  9.1D-02  7.7D+00  5.706D-01  1.374D+02
   53   78     0     0  con    0  1.0D+00  6.1D+00  9.793D-01  1.374D+02
   54   79     0     0  con    0  1.0D+00  6.7D+00  8.116D-01  1.373D+02
