RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.081D-04  2.056D-05
    1    4     1     0  ---    2  6.6D-01  3.1D-04  6.569D-05  2.048D-05
    2    7     0     0  con    2  2.1D+01  1.3D-03  4.739D-05  2.038D-05
    3    8     0     0  con    0  1.0D+00  4.7D-03  2.337D-05  2.019D-05
    4    9     0     0  con    0  1.0D+00  2.5D-03  2.679D-05  2.013D-05
    5   10     0     0  con    0  1.0D+00  1.1D-02  2.668D-05  1.996D-05
    6   11     0     0  con    0  1.0D+00  6.4D-03  2.222D-05  1.988D-05
    7   12     0     0  con    0  1.0D+00  2.6D-02  3.031D-05  1.963D-05
    8   13     0     0  con    0  1.0D+00  4.0D-02  6.380D-05  1.929D-05
    9   14     0     0  con    0  1.0D+00  1.2D-01  3.737D-04  1.842D-05
   10   15     0     0  con    0  1.0D+00  1.5D-01  7.180D-04  1.716D-05
   11   16     0     0  con    0  1.0D+00  2.6D-01  7.691D-04  1.416D-05
   12   17     0     0  con    0  1.0D+00  2.0D-01  3.745D-04  1.122D-05
   13   19     0     0  con    1  3.7D-01  1.9D-01  3.351D-04  9.432D-06
   14   21     0     0  con    1  1.1D-01  1.1D-01  5.014D-04  8.765D-06
   15   22     0     0  con    0  1.0D+00  2.1D-01  1.325D-03  6.983D-06
   16   23     0     0  con    0  1.0D+00  3.0D-02  1.856D-04  5.546D-06
   17   24     0     0  con    0  1.0D+00  1.2D-01  8.745D-04  4.854D-06
   18   25     0     0  con    0  1.0D+00  6.2D-02  7.760D-04  4.313D-06
   19   26     0     0  con    0  1.0D+00  1.1D-01  2.722D-04  3.521D-06
   20   28     0     0  con    1  5.0D-01  1.3D-01  6.630D-04  3.155D-06
   21   29     0     0  con    0  1.0D+00  1.6D-01  3.141D-04  2.413D-06
   22   30     0     0  con    0  1.0D+00  8.8D-02  2.333D-04  2.124D-06
   23   31     0     0  con    0  1.0D+00  1.1D-01  2.245D-04  1.867D-06
   24   33     0     0  con    1  2.7D-01  3.1D-02  2.739D-05  1.823D-06
   25   35     0     0  con    1  4.9D-01  6.7D-02  9.251D-05  1.755D-06
   26   36     0     0  con    0  1.0D+00  5.2D-02  1.684D-04  1.709D-06
   27   37     0     0  con    0  1.0D+00  1.4D-02  1.224D-05  1.695D-06
   28   38     0     0  con    0  1.0D+00  2.0D-02  9.875D-06  1.691D-06
   29   39     0     0  con    0  1.0D+00  2.0D-02  1.551D-05  1.690D-06
   30   41     0     0  con    1  3.3D-01  1.4D-03  1.067D-05  1.690D-06
   31   42     0     0  con    0  1.0D+00  5.4D-03  4.385D-06  1.689D-06
   32   43     0     0  con    0  1.0D+00  7.0D-04  2.163D-07  1.689D-06
   33   44     0     0  con    0  1.0D+00  2.6D-05  1.873D-07  1.689D-06
