RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.088D-05  6.769D-06
    1    4     1     0  ---    2  8.1D-01  7.5D-05  4.401D-05  6.766D-06
    2    6     0     0  con    1  5.0D+00  2.1D-04  3.723D-05  6.755D-06
    3    7     0     0  con    0  1.0D+00  1.4D-03  2.397D-05  6.718D-06
    4    8     0     0  con    0  1.0D+00  1.0D-03  2.524D-05  6.698D-06
    5    9     0     0  con    0  1.0D+00  3.1D-03  1.819D-05  6.656D-06
    6   10     0     0  con    0  1.0D+00  1.7D-03  8.444D-06  6.639D-06
    7   11     0     0  con    0  1.0D+00  2.5D-03  2.287D-05  6.624D-06
    8   12     0     0  con    0  1.0D+00  3.6D-03  3.877D-05  6.605D-06
    9   13     0     0  con    0  1.0D+00  1.3D-02  7.155D-05  6.542D-06
   10   14     0     0  con    0  1.0D+00  2.9D-02  1.089D-04  6.404D-06
   11   15     0     0  con    0  1.0D+00  7.9D-02  1.474D-04  6.064D-06
   12   17     0     0  con    1  8.3D-02  1.9D-02  3.699D-04  6.011D-06
   13   18     0     0  con    0  1.0D+00  1.1D-01  1.940D-04  5.498D-06
   14   19     0     0  con    0  1.0D+00  1.4D-01  6.880D-04  4.749D-06
   15   20     0     0  con    0  1.0D+00  7.2D-02  6.403D-04  3.640D-06
   16   21     0     0  con    0  1.0D+00  8.2D-02  5.209D-04  3.177D-06
   17   22     0     0  con    0  1.0D+00  1.3D-01  5.929D-04  2.753D-06
   18   23     0     0  con    0  1.0D+00  1.1D-01  3.242D-04  2.437D-06
   19   25     0     0  con    1  3.2D-01  8.8D-02  5.383D-05  2.260D-06
   20   26     0     0  con    0  1.0D+00  7.0D-02  2.940D-04  2.248D-06
   21   27     0     0  con    0  1.0D+00  1.8D-02  1.190D-04  2.224D-06
   22   28     0     0  con    0  1.0D+00  1.4D-02  4.691D-05  2.210D-06
   23   29     0     0  con    0  1.0D+00  3.9D-02  8.314D-06  2.193D-06
   24   30     0     0  con    0  1.0D+00  1.9D-02  2.177D-05  2.189D-06
   25   32     0     0  con    1  3.5D-01  7.4D-03  1.814D-06  2.188D-06
   26   33     0     0  con    0  1.0D+00  3.0D-03  1.106D-05  2.187D-06
   27   34     0     0  con    0  1.0D+00  3.8D-03  1.291D-05  2.187D-06
   28   35     0     0  con    0  1.0D+00  2.9D-03  2.666D-07  2.187D-06
   29   36     0     0  con    0  1.0D+00  6.1D-05  6.754D-07  2.187D-06
   30   37     0     0  con    0  1.0D+00  3.4D-05  1.517D-06  2.187D-06
   31   38     0     0  con    0  1.0D+00  4.7D-05  2.882D-06  2.187D-06
   32   39     0     0  con    0  1.0D+00  7.9D-05  5.068D-06  2.187D-06
   33   40     0     0  con    0  1.0D+00  1.5D-04  8.610D-06  2.187D-06
   34   41     0     0  con    0  1.0D+00  3.3D-04  1.438D-05  2.187D-06
   35   42     0     0  con    0  1.0D+00  7.8D-04  2.369D-05  2.187D-06
   36   43     0     0  con    0  1.0D+00  2.0D-03  3.875D-05  2.186D-06
   37   44     0     0  con    0  1.0D+00  5.1D-03  6.304D-05  2.185D-06
   38   45     0     0  con    0  1.0D+00  1.3D-02  1.021D-04  2.183D-06
   39   46     0     0  con    0  1.0D+00  3.4D-02  1.641D-04  2.177D-06
   40   47     0     0  con    0  1.0D+00  8.7D-02  2.599D-04  2.162D-06
   41   48     0     0  con    0  1.0D+00  2.1D-01  3.962D-04  2.124D-06
   42   49     0     0  con    0  1.0D+00  4.8D-01  5.665D-04  2.047D-06
   43   50     0     0  con    0  1.0D+00  4.8D-01  5.408D-04  1.949D-06
   44   51     0     0  con    0  1.0D+00  8.9D-01  2.552D-04  1.754D-06
   45   52     0     0  con    0  1.0D+00  1.2D-01  1.080D-04  1.683D-06
   46   53     0     0  con    0  1.0D+00  1.2D-01  1.115D-04  1.677D-06
   47   54     0     0  con    0  1.0D+00  3.1D-01  2.525D-04  1.611D-06
   48   55     0     0  con    0  1.0D+00  1.0D-01  1.425D-04  1.563D-06
   49   56     0     0  con    0  1.0D+00  7.3D-01  3.243D-05  1.474D-06
   50   57     0     0  con    0  1.0D+00  4.0D-01  4.386D-05  1.445D-06
   51   58     0     0  con    0  1.0D+00  8.5D-01  4.047D-04  1.358D-06
   52   59     0     0  con    0  1.0D+00  6.5D-01  1.835D-04  1.265D-06
   53   61     0     0  con    1  5.1D-01  2.0D-01  1.043D-04  1.225D-06
   54   63     0     0  con    1  5.0D-01  1.0D+00  1.178D-04  1.166D-06
   55   64     0     0  con    0  1.0D+00  3.9D-01  9.077D-05  1.145D-06
   56   65     0     0  con    0  1.0D+00  3.3D-01  6.711D-05  1.139D-06
   57   66     0     0  con    0  1.0D+00  1.1D-01  4.732D-05  1.138D-06
   58   67     0     0  con    0  1.0D+00  2.9D-02  4.072D-06  1.135D-06
   59   68     0     0  con    0  1.0D+00  5.9D-02  5.365D-06  1.135D-06
   60   69     0     0  con    0  1.0D+00  3.2D-02  1.503D-06  1.135D-06
   61   70     0     0  con    0  1.0D+00  1.0D-03  1.467D-06  1.135D-06
   62   71     0     0  con    0  1.0D+00  2.5D-02  4.316D-07  1.135D-06
   63   72     0     0  con    0  1.0D+00  1.6D-03  8.806D-07  1.135D-06
   64   73     0     0  con    0  1.0D+00  3.2D-02  2.724D-06  1.135D-06
   65   74     0     0  con    0  1.0D+00  1.0D-02  2.953D-07  1.135D-06
   66   75     0     0  con    0  1.0D+00  2.1D-04  2.282D-08  1.135D-06
   67   82     0     0  con    6  1.2D-02  1.8D-06  2.255D-08  1.135D-06
   68   92     0     0  con    9  1.1D-18  2.0D-22  2.255D-08  1.135D-06
   69  101     0     0  con    8  2.8D-12  4.8D-16  2.255D-08  1.135D-06

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.110E+02 seconds.

