RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.948D-04  1.074D-05
    1    4     1     0  ---    2  1.2D+00  2.5D-04  4.339D-05  1.071D-05
    2    7     0     0  con    2  2.1D+01  1.2D-03  2.485D-05  1.066D-05
    3    8     0     0  con    0  1.0D+00  4.8D-03  2.150D-05  1.055D-05
    4    9     0     0  con    0  1.0D+00  2.2D-03  4.011D-05  1.055D-05
    5   10     0     0  con    0  1.0D+00  5.7D-04  8.442D-06  1.054D-05
    6   11     0     0  con    0  1.0D+00  2.1D-04  7.741D-06  1.053D-05
    7   12     0     0  con    0  1.0D+00  4.1D-03  2.478D-05  1.050D-05
    8   13     0     0  con    0  1.0D+00  9.5D-03  5.765D-05  1.045D-05
    9   14     0     0  con    0  1.0D+00  3.3D-02  1.182D-04  1.028D-05
   10   15     0     0  con    0  1.0D+00  9.5D-02  2.030D-04  9.777D-06
   11   18     0     0  con    2  8.1D-01  4.4D-01  1.126D-03  7.521D-06
   12   20     0     0  con    1  2.1D-01  1.2D-01  1.428D-03  7.032D-06
   13   21     0     0  con    0  1.0D+00  2.4D-01  2.717D-04  4.601D-06
   14   22     0     0  con    0  1.0D+00  1.9D-02  1.157D-04  4.508D-06
   15   24     0     0  con    1  5.0D+00  2.4D-01  1.956D-04  3.823D-06
   16   25     0     0  con    0  1.0D+00  1.3D-01  2.676D-04  3.183D-06
   17   26     0     0  con    0  1.0D+00  1.6D-01  1.554D-04  2.563D-06
   18   28     0     0  con    1  4.5D-01  1.4D-01  5.376D-04  2.172D-06
   19   29     0     0  con    0  1.0D+00  1.2D-01  4.583D-04  1.935D-06
   20   30     0     0  con    0  1.0D+00  2.3D-02  2.305D-04  1.862D-06
   21   31     0     0  con    0  1.0D+00  8.4D-02  3.975D-05  1.668D-06
   22   32     0     0  con    0  1.0D+00  1.8D-01  4.564D-04  1.565D-06
   23   33     0     0  con    0  1.0D+00  3.1D-02  1.708D-04  1.449D-06
   24   34     0     0  con    0  1.0D+00  5.7D-02  1.019D-04  1.374D-06
   25   36     0     0  con    1  4.8D-01  1.0D-01  1.425D-04  1.295D-06
   26   37     0     0  con    0  1.0D+00  1.0D-01  1.200D-04  1.239D-06
   27   38     0     0  con    0  1.0D+00  4.3D-02  3.067D-05  1.210D-06
   28   39     0     0  con    0  1.0D+00  7.9D-02  8.731D-05  1.202D-06
   29   40     0     0  con    0  1.0D+00  1.6D-02  2.047D-05  1.197D-06
